,AIS_ID,admission_points,admissions_points_ext,education_achieved,sex,nationality,admission_from,study_programme,age,graduation_year,VŠP_štúdium,FYZ_B,OOP_B,PAM_B,PRPR_B,ZPRPR2_B,TZIV_B,ADM_B,AJ_B,MA_B,MIP_B,PPI_B,attd_FYZ_B,attd_OOP_B,attd_PRPR_B,attd_ZPRPR2_B,attd_TZIV_B,attd_ADM_B,attd_AJ_B,attd_MA_B,attd_MIP_B,attd_PPI_B,end_type,school_general_rating,school_math_rating,school_foreign_lang_rating,school_university_admissions_rating,school_finance_sources_rating,school_pedagogical_team
255,79722,95.01692790972865,False,5,0,1,2,0,25,2015.0,1.59,2.13449287410602,1.56724643705301,1.56724643705301,1.1344928741060198,0.0,1.6344928741060198,2.0,1.43275356294699,1.56724643705301,1.0,2.0,11,12,12,0,12,0,10,0,12,12,1,4.88,5.74,7.95,3.93,6.89,2.14
256,79715,92.01028965554906,False,5,0,1,2,0,24,2015.0,1.99,2.681502722223929,2.181502722223929,1.5,2.022254083335894,0.0,2.522254083335894,2.340751361111965,1.5,2.522254083335894,1.3407513611119646,2.0,12,12,12,0,10,0,6,0,9,12,1,4.88,5.74,7.95,3.93,6.89,2.14
257,73705,76.17063722929252,False,5,0,1,2,0,24,2014.0,2.11,3.0,1.8722919469285821,2.186145973464291,2.686145973464291,0.0,1.1168758407857464,1.8722919469285821,2.0,2.686145973464291,1.5,2.686145973464291,14,12,11,0,3,3,12,0,16,12,1,4.88,5.74,7.95,3.93,6.89,2.14
258,79745,67.91871133313192,True,5,0,1,2,0,24,2015.0,2.03,1.8474609570857385,2.3474609570857385,1.8474609570857385,2.694921914171477,0.0,2.0,2.5,1.5,2.4237304785428693,1.5,1.8474609570857385,0,11,12,0,11,0,12,0,9,11,1,4.88,5.74,7.95,3.93,6.89,2.14
259,72076,94.1,False,5,0,1,3,0,26,2013.0,2.34,2.0,2.0,1.5,1.0,0.0,2.0,1.5,1.0,1.0,1.0,1.0,24,11,11,0,9,0,0,0,0,12,0,5.74,4.7,7.17,5.62,7.24,1.76
260,72081,87.8,False,5,0,1,3,0,25,2015.0,2.39,4.0,3.0,1.5,2.0,0.0,4.0,4.0,1.5,2.0,1.0,2.0,9,22,25,0,18,5,0,13,0,24,0,5.74,4.7,7.17,5.62,7.24,1.76
261,72081,87.8,False,5,0,1,4,0,25,2013.0,2.39,4.0,3.0,1.5,2.0,0.0,4.0,4.0,1.5,2.0,1.0,2.0,9,22,25,0,18,5,0,13,0,24,0,5.74,4.7,7.17,5.62,7.24,1.76
262,74150,78.9,False,5,0,1,2,1,25,2014.0,2.03,2.5,2.0,1.5,0.0,2.5,2.5,2.5,1.0,2.0,1.5,1.5,11,9,0,12,2,0,0,0,11,11,1,5.74,4.7,7.17,5.62,7.24,1.76
263,79466,56.3,False,5,0,1,2,0,24,2015.0,2.27,1.5,2.0,1.5,2.5,0.0,2.5,2.5,3.0,2.0,1.5,1.0,12,12,12,0,12,0,9,0,11,12,1,5.74,4.7,7.17,5.62,7.24,1.76
264,79490,98.1,False,5,0,1,2,1,25,2015.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,6,0,0,0,0,5.74,4.7,7.17,5.62,7.24,1.76
265,79548,82.4,False,5,0,1,2,1,24,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,8,0,0,0,0,5.74,4.7,7.17,5.62,7.24,1.76
266,79666,87.9,False,5,0,1,2,0,25,2015.0,1.9,2.0,2.0,1.5,2.0,0.0,2.0,2.5,1.5,2.0,1.0,1.5,11,12,12,0,10,0,8,0,11,12,1,5.74,4.7,7.17,5.62,7.24,1.76
267,74129,73.9,False,5,0,1,2,0,25,2014.0,2.34,3.0,2.7777158528013137,1.5,2.4445682943973726,0.0,0.0,1.5554317056026274,1.7222841471986863,3.0,1.7777158528013137,2.0554317056026274,9,9,19,0,0,9,11,0,9,11,1,5.74,4.7,7.17,5.62,7.24,1.76
268,79479,64.00778900535471,False,5,0,1,2,0,25,2015.0,2.57,2.501557801070943,3.0,1.4984421989290573,2.7507789005354715,0.0,3.0,2.7507789005354715,1.7507789005354715,2.2507789005354715,1.7492210994645285,1.5,11,12,12,0,10,0,13,0,7,12,1,5.74,4.7,7.17,5.62,7.24,1.76
269,79681,79.1876568702325,False,5,0,1,2,0,24,2015.0,1.9,3.0,2.3838912213732115,1.6919456106866058,2.6919456106866058,0.0,2.5,3.0,1.0,2.0,2.3838912213732115,1.1919456106866058,12,12,12,0,12,0,6,0,8,19,1,5.74,4.7,7.17,5.62,7.24,1.76
270,79670,84.5022740516271,False,5,0,1,2,0,24,2015.0,1.97,1.6116472306398355,2.0,1.5,1.5744314870932237,0.0,2.0372157435466116,2.0744314870932237,1.9255685129067763,2.0,2.0,1.0,12,11,11,0,11,0,8,0,9,11,1,5.74,4.7,7.17,5.62,7.24,1.76
271,79484,75.8342693422818,False,5,0,1,2,0,25,2015.0,2.27,3.0,3.0,1.3263730539259373,3.0,0.0,2.6736269460740627,3.0,1.6736269460740627,2.8263730539259373,1.5,1.8263730539259373,11,12,12,0,10,0,7,0,9,12,1,5.74,4.7,7.17,5.62,7.24,1.76
272,78116,54.72483259155755,True,5,0,1,2,0,24,2014.2594234334313,1.66,2.6297117167156463,2.6297117167156463,1.3702882832843537,1.518846866862585,0.0,2.2594234334312926,2.6297117167156463,1.2594234334312926,2.8702882832843537,1.1297117167156463,2.2405765665687074,20,12,11,0,9,8,12,0,9,12,1,5.74,4.7,7.17,5.62,7.24,1.76
273,79470,64.71121295804082,False,5,0,1,2,0,24,2015.0,2.24,2.7369430820648257,2.82462872137655,1.087685639311725,2.912314360688275,0.0,2.912314360688275,2.912314360688275,2.17537127862345,2.412314360688275,1.5,1.412314360688275,11,12,12,0,10,0,12,0,7,12,1,5.74,4.7,7.17,5.62,7.24,1.76
274,72089,51.9,False,5,0,1,2,6,26,2013.0,2.24,4.0,3.0,0.0,2.5,0.0,0.0,2.0,1.0,0.0,4.0,2.0,13,12,12,0,0,11,13,0,14,0,0,5.63,5.3,6.12,7.27,6.19,2.59
275,72222,96.4,False,5,0,1,2,1,26,2013.0,2.64,4.0,3.0,2.0,0.0,2.0,4.0,3.0,2.0,3.0,2.0,2.5,5,7,0,11,2,0,13,0,11,10,0,5.63,5.3,6.12,7.27,6.19,2.59
276,72398,45.6,False,5,0,1,0,6,26,2013.0,2.5,4.0,4.0,0.0,4.0,0.0,0.0,3.0,2.5,4.0,2.5,0.0,11,8,16,0,0,0,12,0,10,0,0,5.63,5.3,6.12,7.27,6.19,2.59
277,74139,44.5,False,5,0,1,2,0,25,2014.0,1.86,2.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,3.0,1.5,1.5,11,12,11,0,0,0,11,0,10,12,1,5.63,5.3,6.12,7.27,6.19,2.59
278,79798,90.8,True,5,0,1,2,0,24,2015.0,1.91,3.0,1.5,1.5,1.5,0.0,1.5,2.5,1.5,2.5,2.0,1.0,13,12,12,0,0,0,13,0,11,12,1,5.63,5.3,6.12,7.27,6.19,2.59
279,79827,78.05872960709112,True,5,0,1,2,0,24,2015.0,1.91,0.944291845812927,1.0,1.314763948604309,1.0,0.0,1.0,1.5,1.0,1.314763948604309,1.0,1.0,8,12,12,0,3,0,10,0,12,12,1,5.63,5.3,6.12,7.27,6.19,2.59
280,79808,94.30949110143689,False,5,0,1,2,0,24,2015.0,1.35,2.829112412609934,1.585443793695033,1.414556206304967,1.914556206304967,0.0,1.914556206304967,2.329112412609934,1.085443793695033,1.914556206304967,1.0,1.0,13,12,12,0,0,0,5,0,1,11,1,5.63,5.3,6.12,7.27,6.19,2.59
281,79806,94.6,True,5,0,1,2,0,23,2015.0,2.38,1.8776985883604291,1.1258995294534764,1.5,2.0,0.0,1.2517990589069528,2.125899529453476,1.0,2.0,1.0,1.0,13,12,12,0,0,0,1,0,8,11,1,5.63,5.3,6.12,7.27,6.19,2.59
282,79813,90.22339310189813,True,5,0,1,2,0,23,2015.0,1.64,1.5,1.575869328697614,1.5,1.712065335651193,0.0,1.287934664348807,1.712065335651193,1.287934664348807,1.712065335651193,1.575869328697614,1.0,13,12,12,0,0,0,2,0,4,11,1,5.63,5.3,6.12,7.27,6.19,2.59
283,79800,96.00256250001135,True,5,0,1,2,0,23,2015.0,1.91,2.17865927419904,1.67865927419904,1.5,2.2262197580663465,0.0,1.67865927419904,2.2262197580663465,1.2262197580663468,2.0,1.67865927419904,1.4524395161326935,7,11,12,0,4,0,5,0,11,11,1,5.63,5.3,6.12,7.27,6.19,2.59
284,72149,79.3,False,5,0,1,2,0,26,2013.0,2.4,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.5,0.0,4.0,3.0,0,0,7,0,0,7,8,0,8,8,0,6.07,7.37,8.79,5.48,7.09,1.37
285,73668,83.6,False,5,1,1,2,0,24,2014.0,2.53,2.5,2.5,2.5,3.0,0.0,0.0,1.0,1.5,3.0,1.0,2.0,0,11,12,0,0,12,12,0,10,11,0,6.07,7.37,8.79,5.48,7.09,1.37
286,74274,99.2,False,5,0,1,4,6,26,2013.0,1.75,4.0,4.0,0.0,4.0,0.0,0.0,2.5,1.0,4.0,4.0,0.0,8,3,12,0,0,0,0,0,3,0,0,6.07,7.37,8.79,5.48,7.09,1.37
287,74584,47.5,False,5,0,1,2,0,26,2013.0,2.34,4.0,3.0,2.5,4.0,0.0,0.0,2.0,1.0,4.0,2.5,2.5,10,10,19,0,0,12,0,0,12,12,0,6.07,7.37,8.79,5.48,7.09,1.37
288,72225,91.5,False,5,0,1,2,0,27,2012.0,2.47,4.0,4.0,2.0,4.0,0.0,0.0,2.5,1.0,0.0,2.0,3.0,11,11,22,0,0,12,0,0,12,11,0,6.37,6.93,7.49,6.38,7.5,2.44
289,73974,90.9,False,5,0,1,2,6,26,2014.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0,0,7,0,0,0,8,0,9,0,0,6.37,6.93,7.49,6.38,7.5,2.44
290,75026,83.0,False,5,0,1,2,0,25,2014.0,2.24,3.0,1.0,2.5,1.5,0.0,2.0,2.5,1.5,3.0,1.0,2.0,24,9,11,0,11,10,10,0,9,11,1,6.37,6.93,7.49,6.38,7.5,2.44
291,79566,61.5,False,5,0,1,2,0,24,2015.0,2.5,4.0,4.0,4.0,3.0,0.0,4.0,3.0,1.0,4.0,1.5,2.5,1,1,9,0,1,0,11,0,0,12,0,6.37,6.93,7.49,6.38,7.5,2.44
292,79627,87.9,False,5,0,1,2,0,25,2015.0,2.17,2.5,2.5,1.5,2.5,0.0,2.5,2.5,1.0,2.0,1.5,1.5,11,12,11,0,2,0,11,0,8,12,1,6.37,6.93,7.49,6.38,7.5,2.44
293,79636,56.3,False,5,0,1,2,0,24,2015.0,2.67,3.0,3.0,1.5,3.0,0.0,2.5,2.5,1.0,3.0,2.0,1.5,10,12,11,0,2,0,10,0,8,12,1,6.37,6.93,7.49,6.38,7.5,2.44
294,79969,56.3,False,5,0,1,2,0,24,2015.0,1.6,2.5,1.5,1.0,2.0,0.0,2.0,2.0,1.5,3.0,1.5,2.5,0,11,12,0,12,0,13,0,11,12,1,6.37,6.93,7.49,6.38,7.5,2.44
295,85922,56.5,False,5,0,1,2,2,22,2016.0,2.56,4.0,3.0,3.0,3.0,0.0,3.0,4.0,1.0,4.0,1.5,2.0,11,12,12,0,11,12,0,13,10,12,0,6.37,6.93,7.49,6.38,7.5,2.44
296,86019,56.5,False,5,0,1,2,0,24,2016.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0,0,6,0,0,0,7,0,7,8,0,6.37,6.93,7.49,6.38,7.5,2.44
297,75046,80.0124762280933,False,5,0,1,2,0,25,2014.0,2.12,3.0,1.3282993155941432,2.171700684405857,1.992448973391215,0.0,1.3434013688117135,2.5,1.6641496577970716,2.8358503422029284,1.0,2.0,20,9,11,0,7,10,10,0,9,11,1,6.37,6.93,7.49,6.38,7.5,2.44
298,79606,93.05386315008087,False,5,0,1,2,0,24,2015.0,1.6,2.1120389021680523,1.5560194510840262,1.5,1.5,0.0,2.0,2.056019451084026,1.0,2.1120389021680523,1.5560194510840262,1.0560194510840262,11,12,9,0,2,0,12,0,7,12,1,6.37,6.93,7.49,6.38,7.5,2.44
299,79637,96.60107942014955,False,5,0,1,2,0,25,2014.8753373187967,1.82,2.4376686593983665,1.5623313406016335,1.5623313406016335,1.875337318796733,0.0,2.4376686593983665,1.9376686593983665,1.875337318796733,1.5623313406016335,1.0,1.4376686593983665,11,11,11,0,2,0,3,0,13,12,1,6.37,6.93,7.49,6.38,7.5,2.44
300,80217,56.71675079465364,False,5,0,1,2,0,24,2015.0,1.6,2.4599278082063805,1.5,1.0,1.9599278082063802,0.0,2.0400721917936195,2.0400721917936195,1.4599278082063802,2.9599278082063805,1.4599278082063802,2.4599278082063805,0,11,11,0,11,0,13,0,10,11,1,6.37,6.93,7.49,6.38,7.5,2.44
301,79942,87.37717440477086,False,5,0,1,2,0,23,2015.0,1.6,1.5,1.0,1.5,1.0,0.0,1.0,1.9295714898101002,1.4295714898101002,1.5,1.0,1.0,13,11,12,0,7,0,8,0,11,12,1,6.37,6.93,7.49,6.38,7.5,2.44
302,79628,61.245135723601784,False,5,0,1,2,0,24,2015.0,2.67,3.0,2.5509728552796433,1.5509728552796431,1.6529185658389294,0.0,2.5,2.9490271447203567,1.0509728552796431,2.9490271447203567,2.0509728552796433,1.1019457105592863,12,12,11,0,10,0,10,1,8,12,1,6.37,6.93,7.49,6.38,7.5,2.44
303,72331,66.32,False,1,0,1,3,1,30,2008.0,2.31,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,3,0,0,12,0,0,0,0,6.27,4.31,7.9,7.19,7.21,2.47
304,92791,76.6,False,5,0,1,2,4,23,2015.0,2.72,4.0,4.0,4.0,4.0,0.0,4.0,4.0,2.0,3.0,2.0,3.0,10,11,16,0,6,13,11,11,0,12,0,6.27,4.31,7.9,7.19,7.21,2.47
305,72347,56.5,False,4,0,1,2,0,26,2013.0,2.46,3.0,2.5,2.0,2.0,0.0,0.0,1.5,1.0,3.0,2.5,2.0,13,10,10,0,0,0,0,0,11,12,1,7.24,7.02,7.14,9.55,5.45,3.20
306,79474,98.7,False,4,0,1,2,7,24,2015.0,0.0,4.0,4.0,1.5,0.0,3.0,2.5,3.0,1.0,2.5,1.5,1.0,12,12,0,12,5,0,5,0,6,12,0,7.24,7.02,7.14,9.55,5.45,3.20
307,79663,58.48,True,4,0,1,2,6,23,2015.0,0.0,4.0,4.0,4.0,3.0,0.0,4.0,3.0,1.5,4.0,2.0,2.5,13,5,12,0,3,0,4,0,10,11,0,7.24,7.02,7.14,9.55,5.45,3.20
308,79790,59.0,False,4,0,1,2,0,24,2015.0,2.59,3.0,3.0,2.0,3.0,0.0,3.0,4.0,1.0,2.5,2.0,2.0,0,11,11,0,12,0,4,0,0,11,0,7.24,7.02,7.14,9.55,5.45,3.20
309,62800,70.26497337660004,False,5,1,1,2,0,26,2012.6067150463828,2.49,2.803357523191428,2.5,2.0,2.393284953617144,0.0,0.0,1.696642476808572,1.393284953617144,3.0,2.106715046382856,2.196642476808572,7,10,10,0,0,4,4,0,10,10,1,7.24,7.02,7.14,9.55,5.45,3.20
310,70028,77.21912728788116,False,5,0,1,2,0,26,2012.5998321707464,2.17,2.1000419573134055,2.2000839146268105,2.1000419573134055,2.8999580426865945,0.0,0.5002097865670265,1.800125871940216,2.0,2.0,2.3999580426865945,1.7000839146268105,2,11,12,0,0,8,11,0,9,12,1,7.24,7.02,7.14,9.55,5.45,3.20
311,72353,79.3,False,5,0,1,2,0,26,2013.0,2.57,4.0,3.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,1.5,3.0,12,7,12,0,0,4,0,0,10,12,0,7.46,6.36,8.3,8.23,7.29,2.53
312,73674,83.6,False,5,0,1,2,0,25,2014.0,2.5,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,0.0,3.0,4.0,0,0,8,0,0,12,11,0,10,11,0,7.46,6.36,8.3,8.23,7.29,2.53
313,73883,50.6,False,5,0,1,2,0,26,2014.0,1.86,4.0,4.0,4.0,4.0,0.0,0.0,2.0,2.0,4.0,1.5,4.0,9,10,25,0,0,12,11,0,10,12,0,7.46,6.36,8.3,8.23,7.29,2.53
314,73925,87.6,False,5,0,1,2,0,25,2014.0,2.45,4.0,4.0,3.0,3.0,0.0,0.0,1.5,1.0,4.0,3.0,3.0,12,12,12,0,0,12,0,0,12,12,0,7.46,6.36,8.3,8.23,7.29,2.53
315,74142,62.8,False,5,0,1,2,0,24,2014.0,2.37,4.0,4.0,2.0,4.0,0.0,0.0,2.5,2.0,4.0,3.0,4.0,10,12,21,0,0,0,10,0,10,12,0,7.46,6.36,8.3,8.23,7.29,2.53
316,74146,68.4,False,5,0,1,2,0,25,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,7,0,0,11,0,0,10,12,0,7.46,6.36,8.3,8.23,7.29,2.53
317,74349,90.9,False,5,0,1,2,0,25,2014.0,1.35,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.5,1.0,1.0,1.0,13,11,12,0,0,11,12,0,9,12,1,7.46,6.36,8.3,8.23,7.29,2.53
318,75080,59.7,False,5,0,1,2,1,26,2014.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,7.46,6.36,8.3,8.23,7.29,2.53
319,79606,76.6,False,5,0,1,2,0,24,2015.0,2.13,2.5,2.0,3.0,1.5,0.0,2.5,3.0,1.0,3.0,1.0,2.0,13,12,12,0,9,0,4,0,11,12,1,7.46,6.36,8.3,8.23,7.29,2.53
320,79651,66.5,False,5,0,1,2,0,24,2015.0,2.62,3.0,4.0,2.0,3.0,0.0,4.0,4.0,2.0,4.0,3.0,2.0,10,11,12,0,2,0,8,0,9,12,0,7.46,6.36,8.3,8.23,7.29,2.53
321,79806,66.5,False,5,0,1,2,0,25,2015.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0,0,4,0,0,0,4,0,0,3,0,7.46,6.36,8.3,8.23,7.29,2.53
322,79818,0.0,False,5,0,1,2,0,25,2015.0,2.0,3.0,3.0,2.0,4.0,0.0,3.0,3.0,1.5,2.5,2.0,2.5,12,12,35,0,11,0,17,13,7,22,0,7.46,6.36,8.3,8.23,7.29,2.53
323,79818,56.3,False,5,0,1,1,4,25,2015.0,2.0,3.0,3.0,2.0,4.0,0.0,3.0,3.0,1.5,2.5,2.0,2.5,12,12,35,0,11,0,17,13,7,22,0,7.46,6.36,8.3,8.23,7.29,2.53
324,79593,80.8,False,5,0,1,2,0,24,2015.0,1.87,2.7948015865051694,2.0,1.5,1.7051984134948308,0.0,2.2051984134948306,2.7051984134948306,1.0,3.0,1.7948015865051692,1.5,12,12,9,0,9,0,11,0,0,12,1,7.46,6.36,8.3,8.23,7.29,2.53
325,79603,88.81882879683724,False,5,0,1,2,0,24,2015.0,1.6,2.418925449504548,1.709462724752274,1.5,1.5,0.0,2.0,2.209462724752274,1.0,2.418925449504548,1.709462724752274,1.209462724752274,11,12,9,0,4,0,12,0,4,12,1,7.46,6.36,8.3,8.23,7.29,2.53
326,74347,83.3707791244226,False,5,0,1,2,0,25,2014.0,2.09,2.89633581852112,2.84450372778168,1.44816790926056,2.39633581852112,0.0,0.0,1.8963358185211199,1.94816790926056,2.05183209073944,1.0,2.0,13,11,21,0,0,11,11,0,9,11,1,7.46,6.36,8.3,8.23,7.29,2.53
327,72361,79.3,False,5,0,1,2,0,27,2013.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,0,0,11,0,0,22,11,0,8,12,0,5.35,4.53,8.21,8.07,6.68,2.74
328,73905,68.4,False,5,1,1,2,0,25,2014.0,2.33,2.5,3.0,1.5,3.0,0.0,0.0,2.0,2.0,2.5,1.0,2.0,14,12,12,0,0,24,12,0,9,12,1,5.35,4.53,8.21,8.07,6.68,2.74
329,79508,80.8,False,5,0,1,2,1,25,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5.35,4.53,8.21,8.07,6.68,2.74
330,79534,71.7,False,5,0,1,2,0,24,2015.0,2.18,2.0,2.5,2.0,2.5,0.0,1.5,2.0,2.0,2.0,2.0,1.5,13,12,12,0,11,0,8,0,11,12,1,5.35,4.53,8.21,8.07,6.68,2.74
331,79674,71.7,False,5,0,1,2,1,24,2015.0,2.7,4.0,4.0,1.5,0.0,3.0,4.0,3.0,2.0,4.0,2.5,2.5,11,11,0,12,11,0,12,12,8,11,0,5.35,4.53,8.21,8.07,6.68,2.74
332,79734,56.3,False,5,0,1,2,0,24,2015.0,2.64,3.0,3.0,2.0,3.0,0.0,3.0,3.0,2.0,3.0,2.0,2.5,12,12,24,0,12,0,23,0,22,24,0,5.35,4.53,8.21,8.07,6.68,2.74
333,79734,56.3,False,5,0,1,3,0,24,2015.0,2.64,3.0,3.0,2.0,3.0,0.0,3.0,3.0,2.0,3.0,2.0,2.5,12,12,24,0,12,0,23,0,22,24,0,5.35,4.53,8.21,8.07,6.68,2.74
334,79736,76.6,False,5,0,1,2,1,25,2015.0,2.71,2.0,2.0,2.0,0.0,2.0,2.0,3.0,2.5,2.5,2.5,2.5,25,7,0,19,12,16,18,18,0,19,0,5.35,4.53,8.21,8.07,6.68,2.74
335,79801,87.7,False,5,0,1,2,1,25,2015.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,1,0,0,5,0,0,0,0,5.35,4.53,8.21,8.07,6.68,2.74
336,85776,66.5,False,5,0,1,2,4,23,2016.0,2.71,4.0,4.0,2.0,4.0,0.0,2.5,3.0,1.5,3.0,1.0,3.0,11,6,24,0,5,0,8,0,12,12,0,5.35,4.53,8.21,8.07,6.68,2.74
337,92006,91.2,False,5,0,1,2,0,22,2017.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0,0,6,0,0,6,5,5,1,6,0,5.35,4.53,8.21,8.07,6.68,2.74
338,73914,44.5,False,5,0,1,2,0,24,2014.0,1.94,2.533635758322993,1.10090727496898,2.0672715166459867,1.9663642416770066,0.0,0.13454303329197348,1.10090727496898,1.0336357583229934,2.533635758322993,1.0336357583229934,2.033635758322993,14,11,12,0,0,11,0,0,11,11,1,5.35,4.53,8.21,8.07,6.68,2.74
339,73909,73.43676914051018,False,5,0,1,2,0,24,2014.0,2.1,1.3007692522594834,2.0406154018075866,1.2601538504518968,2.28046155135569,0.0,0.0,1.5203077009037933,2.0,1.7804615513556898,1.0,1.5203077009037933,7,11,12,0,0,24,12,0,9,12,1,5.35,4.53,8.21,8.07,6.68,2.74
340,73896,85.68065400444797,False,5,0,1,2,0,25,2014.0,2.18,1.1995912472200165,1.7399182494440033,1.5,2.2399182494440035,0.0,0.9596729977760132,1.0,1.7600817505559967,1.9596729977760132,1.2399182494440033,1.5,6,11,12,0,5,24,12,0,9,12,1,5.35,4.53,8.21,8.07,6.68,2.74
341,73897,84.94084812396149,True,5,0,1,2,0,26,2014.0,2.18,2.377361452076692,1.918240968051128,1.540879515974436,2.377361452076692,0.0,1.8364819361022562,1.0,1.540879515974436,2.836481936102256,1.459120484025564,1.459120484025564,14,12,12,0,10,24,12,0,9,11,1,5.35,4.53,8.21,8.07,6.68,2.74
342,79532,70.4739799137204,False,5,0,1,2,0,24,2015.0,2.18,2.331356780075569,2.5,1.8343216099622155,2.9970351701133535,0.0,1.831356780075569,2.331356780075569,1.8343216099622155,2.1656783900377845,1.8343216099622155,1.6656783900377845,13,12,15,0,10,0,6,0,11,12,1,5.35,4.53,8.21,8.07,6.68,2.74
343,79535,71.95629051682259,False,5,0,1,2,0,24,2015.0,2.18,1.9014267242990057,2.4014267242990055,1.9014267242990057,2.3028534485980114,0.0,1.5,2.0,1.9014267242990057,1.8028534485980114,1.9014267242990057,1.5,13,12,12,0,11,0,8,0,11,12,1,5.35,4.53,8.21,8.07,6.68,2.74
344,73899,83.6,False,5,0,1,2,0,26,2014.0,1.94,2.170908675848938,2.329091324151062,1.829091324151062,2.5,0.0,0.6836347033957519,1.329091324151062,1.5,3.0,1.829091324151062,1.829091324151062,14,11,12,0,3,16,12,0,9,12,1,5.35,4.53,8.21,8.07,6.68,2.74
345,73912,75.78022198595667,False,5,0,1,2,0,24,2014.0,2.18,0.7428042890579376,1.59424343124635,1.1485608578115876,1.9456825734347625,0.0,0.0,1.2971217156231751,2.0,1.4456825734347625,1.0,1.2971217156231751,4,11,12,0,0,24,12,0,9,12,1,5.35,4.53,8.21,8.07,6.68,2.74
346,79547,80.04022973423163,False,5,0,1,2,0,24,2015.0,1.93,2.1808976823258,2.0904488411629,1.0904488411629,2.5,0.0,2.0,1.7713465234887005,1.0904488411629,2.5,1.0,1.1808976823258002,12,12,12,0,9,0,4,0,11,12,1,5.35,4.53,8.21,8.07,6.68,2.74
347,72366,79.4,False,4,0,1,2,1,26,2013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,0,0,0,4.24,3.51,5.66,5.9,5.33,2.90
348,73943,72.8,False,4,0,1,2,1,25,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4.24,3.51,5.66,5.9,5.33,2.90
349,74149,67.2,False,4,0,1,2,1,26,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4.24,3.51,5.66,5.9,5.33,2.90
350,74286,72.8,False,4,0,1,2,1,26,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,0,0,0,4.24,3.51,5.66,5.9,5.33,2.90
351,74286,72.8,False,4,0,1,0,1,26,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,0,0,0,4.24,3.51,5.66,5.9,5.33,2.90
352,72463,0.0,False,5,0,1,3,6,27,2013.0,2.77,4.0,4.0,2.5,2.5,0.0,4.0,4.0,1.5,4.0,2.0,2.5,24,24,12,0,11,0,4,0,20,10,0,5.37,6.13,6.55,9.72,7.56,3.14
353,73982,68.4,False,5,0,1,2,0,25,2014.0,2.41,3.0,2.0,2.0,3.0,0.0,0.0,2.5,1.0,4.0,2.0,2.0,11,12,10,0,0,9,10,0,8,11,0,5.37,6.13,6.55,9.72,7.56,3.14
354,79500,92.9,False,5,0,1,2,0,24,2015.0,2.5,3.0,3.0,2.0,2.5,0.0,2.5,3.0,1.5,3.0,2.5,1.5,12,11,12,0,11,0,13,0,9,11,0,5.37,6.13,6.55,9.72,7.56,3.14
355,79577,64.0,False,5,0,1,4,6,27,2013.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.5,0.0,3.0,4.0,0,0,7,0,0,0,4,0,10,11,0,5.37,6.13,6.55,9.72,7.56,3.14
356,79582,97.7,False,5,1,1,2,7,24,2015.0,0.0,2.0,2.0,2.0,0.0,2.5,2.5,3.0,1.5,3.0,1.0,1.0,12,12,0,12,3,0,5,0,7,12,0,5.37,6.13,6.55,9.72,7.56,3.14
